date, pm25, pm10, o3, no2,region
2018/12/29, 77, 19, 9, 14,hauts-de-france
2018/12/30, 51, , , ,hauts-de-france
2018/7/1, 33, 29, , 16,hauts-de-france
2018/7/2, 34, 29, , 16,hauts-de-france
2018/7/3, 38, 28, , 15,hauts-de-france
2018/7/4, 60, 23, , 15,hauts-de-france
2018/7/5, 43, 29, 50, 19,hauts-de-france
2018/7/6, 58, 30, 52, 16,hauts-de-france
2018/7/7, 72, 19, 34, 9,hauts-de-france
2018/7/8, 31, 17, 24, 12,hauts-de-france
2018/7/9, 38, 11, 18, 15,hauts-de-france
2018/7/10, 3, 3, 29, 14,hauts-de-france
2018/7/11, 31, 3, 30, 23,hauts-de-france
2018/7/12, 52, 3, 34, 15,hauts-de-france
2018/7/13, 47, 19, 45, 10,hauts-de-france
2018/7/14, 58, 17, 56, 14,hauts-de-france
2018/7/15, 36, 27, 50, 24,hauts-de-france
2018/7/16, 71, 18, 29, 7,hauts-de-france
2018/7/18, 12, 23, 40, 18,hauts-de-france
2018/7/19, 58, 29, 17, 20,hauts-de-france
2018/7/20, 58, 20, 46, ,hauts-de-france
2018/7/21, 59, 64, 20, ,hauts-de-france
2018/7/22, 71, 17, 40, ,hauts-de-france
2018/7/23, 33, 24, 51, ,hauts-de-france
