date, pm25, pm10, o3, no2,region
2020/1/15, 29, 10, 26, 5,normandie
2020/1/16, 31, 9, 28, 6,normandie
2020/1/17, 24, 9, 26, 7,normandie
2020/1/18, 22, 18, 28, 7,normandie
2020/1/19, 37, 21, 25, 11,normandie
2020/1/20, 42, 26, 20, 13,normandie
2020/1/21, 61, 34, 13, 19,normandie
2020/1/22, 86, 35, 8, 16,normandie
2020/1/23, 96, 30, 12, 10,normandie
2020/1/24, 87, 20, 13, 11,normandie
2020/1/25, 54, 26, 24, 8,normandie
2020/1/26, 64, 5, 28, 4,normandie
2020/1/27, 13, 8, 32, 3,normandie
2020/1/28, 20, 16, 31, 6,normandie
2020/1/29, 29, 8, 21, 6,normandie
2020/1/30, 24, 3, 23, 2,normandie
2020/1/31, 12, 8, 27, 3,normandie
2019/10/1, 15, 11, 27, 5,normandie
2019/10/2, 20, 11, 26, 7,normandie
2019/10/3, 25, 15, 24, 4,normandie
2019/10/4, 31, 8, 20, 5,normandie
2019/10/5, 17, 11, 28, 3,normandie
2019/10/6, 25, 8, 24, 5,normandie
2019/10/7, 20, 11, 23, 5,normandie
2019/10/8, 25, 10, 23, 3,normandie
2019/10/9, 22, 13, 23, 5,normandie
2019/10/10, 26, 8, 23, 3,normandie
2019/10/11, 22, 8, 26, 1,normandie
2019/10/12, 21, 10, 27, 3,normandie
2019/10/13, 33, 9, 22, 7,normandie
2019/10/14, 30, 7, 24, 5,normandie
2019/10/15, 16, 4, 25, 3,normandie
2019/10/16, 14, 7, 23, 4,normandie
2019/10/17, 18, 10, 28, 3,normandie
2019/10/18, 25, 8, 26, 6,normandie
2019/10/19, 24, 14, 23, 9,normandie
2019/10/20, 40, 8, 26, 9,normandie
2019/10/21, 22, 11, 22, 9,normandie
2019/10/22, 35, 15, 14, 9,normandie
2019/10/23, 47, 13, 15, 7,normandie
2019/10/24, 41, 9, 25, 5,normandie
2019/10/25, 22, 9, 29, 1,normandie
2019/10/26, 24, 10, 25, 7,normandie
2019/10/27, 26, 13, 17, 11,normandie
2019/10/28, 33, 15, 15, 10,normandie
2019/10/29, 37, 15, 14, 7,normandie
2019/10/30, 45, 10, 5, 9,normandie
2019/10/31, 36, 6, 20, 3,normandie
2019/11/1, 21, 11, 27, 1,normandie
2019/11/2, 22, 5, 24, 3,normandie
2019/11/3, 17, 8, 24, 3,normandie
